ID,Thought,Distortion,Distortion_ID
663,"And I’ve been crying a lot about a lot of things like school work and stress. Even the smallest things like overhearing classmates make fun of my weight.  So I’m afraid that I’m overreacting like the annoying, dumb, fat drama queen that I am. ",Labeling,3
664,When I have this dream I feel guilty and scared.,Personalizing,8
665,I am a complete loss at what to do.,Catastrophizing,10
666,I have had doubts about whether or not she really cares about me for few years.,Mind Reading,5
667,"being that i am in high school, the easiest way for me to shut the pain out was by partying. eventually that came around to slap me in the face and i had to deal with the pain that i had pushed away for so long all at once",Personalizing,8
668,So strange.,Labeling,3
669,I basically just feel like my whole life has been taken away and I can’t stop thinking about him. I literally think about him 24/7 and feel an unbearable pain every time I think about him and it’s just too much.,Catastrophizing,10
670,"I get upset and/or hurt way too easily by other people, and often over trivial things.",Should Statements,7
671,I honestly think I’m useless and have no future ahead of me.,Fortune Telling,4
672,But as the years go by I’ve noticed that the same people I’ve helped out seem to either leave me in the dust or I get the feeling they weren’t actually appreciative of me helping them out.,Mind Reading,5
673,"I do like her and want to be with her because seems like it’s only natural that I would develop feelings for her, right? But even though she may not view me in that manner, isn’t it normal for friends to at least hug?",Should Statements,7
674,"So, a lifelong issue (as I’ve come to the realisation of) is that my mood, thoughts and feelings change way too quickly, way too easily and for no strong reason.",Should Statements,7
675,Ever since I was little I’ve never fit in.  I always stayed inside and read books at the library.,Overgeneralizing,2
676,i just finished chemo and im getting better but im scared of whats next if my childhood was crap and the time im 18 is cancer how about 21?,Overgeneralizing,2
677,I have a friend who we call each other “best friends”;. however she is not really open to me.,Labeling,3
678,I feel awful that my first reaction was to be selfish and I feel that shows who I really am.,Labeling,3
679,Even though I text her the whole time I’m gone she just seems to shut down emotionally and all I can get is one word responses.,Mind Reading,5
680,I do the same to things that I LOVE doing. Eg: 1) I procrastinate doing Homework until the last hour but I love it when I’m doing it. 2) I procrastinate studying for a class but when I finally do I REALLY enjoy it.,All-or-Nothing Thinking,1
681,So we have spent quite a lot of time together and he can’t seem to be away from me for very long.,Mind Reading,5
682,My father is a 75 year old who has been perpetually unemployed for 25 years and spends all day home alone–I imagine this affects his self worth.,Mind Reading,5
683,"I’m really struggling with understanding how I was a huge part of his life for almost two decades and even though we are still married, his actions show that he truly does not care about me.",Mind Reading,5
684,"So things seem to be looking up in his life, yet his mental state gets worse and worse. I told him that maybe they were misdiagnosed, and that seemed to ease his mind a bit.",Mind Reading,5
685,"I cannot figure out what is wrong with me, but there must be.",Personalizing,8
686,Depersonalistion and derealisation were heavy in my life and i always felt out of place and heard voices which i saw as my friends and saw shadows.,Overgeneralizing,2
687,My birth mother had a number of different mental health problems that seemed to have possibly ran in the family- because now my little sister and I are experiencing them.,Overgeneralizing,2
688,"Then I started to believe I can controle electronics across the globe and someone told me that I really turned off their lights in room, then I tried to test it on other people they said that I can’t turn their lights off, however that one person I still I’m confused if they were lying or not and I’m very convinced they are not and that I have superpowers and it causes me a distress knowing that I indeed caused terrible things using these powers.  I also can’t go for a walk, I believe people are being hostile and everyone know who I am.",Mind Reading,5
